customerID,monthly_spend,revenue_at_risk,decline_flag,risk_score,action_segment,recommended_action
1937-OTUKY,97.81583333333333,226.92666666666668,37,169.20075,Urgent Action,Call / Retain Offer / Discount Intervention
9548-ZMVTX,87.77305555555556,232.00333333333327,36,169.13391666666664,Urgent Action,Call / Retain Offer / Discount Intervention
0960-HUWBM,104.86938461538462,223.87666666666667,31,168.88681538461537,Urgent Action,Call / Retain Offer / Discount Intervention
9586-JGQKH,106.78171875,221.25666666666666,35,168.288515625,Urgent Action,Call / Retain Offer / Discount Intervention
6425-YQLLO,107.50227272727273,220.87999999999994,35,168.27868181818178,Urgent Action,Call / Retain Offer / Discount Intervention
3170-GWYKC,103.348,223.42666666666662,30,168.06039999999996,Urgent Action,Call / Retain Offer / Discount Intervention
1325-USMEC,99.84242857142857,222.40666666666667,33,166.69672857142857,Urgent Action,Call / Retain Offer / Discount Intervention
5074-FBGHB,103.751875,219.14333333333332,34,166.0115625,Urgent Action,Call / Retain Offer / Discount Intervention
7971-HLVXI,87.71763888888889,225.63666666666666,37,165.39729166666663,Urgent Action,Call / Retain Offer / Discount Intervention
3967-KXAPS,94.85930555555555,222.1283333333334,36,165.3347916666667,Urgent Action,Call / Retain Offer / Discount Intervention
6732-VAILE,82.80142857142857,228.3233333333333,35,165.33442857142853,Urgent Action,Call / Retain Offer / Discount Intervention
4822-LPTYJ,100.11152777777778,219.60666666666665,35,165.2974583333333,Urgent Action,Call / Retain Offer / Discount Intervention
2925-VDZHY,93.12444444444445,222.66500000000008,34,164.93633333333338,Urgent Action,Call / Retain Offer / Discount Intervention
9076-AXYIK,107.18359375,216.4233333333333,29,164.90907812499995,Urgent Action,Call / Retain Offer / Discount Intervention
1063-DHQJF,93.47695652173913,222.69333333333336,30,164.65908695652175,Urgent Action,Call / Retain Offer / Discount Intervention
4220-TINQT,103.61508196721311,218.20333333333326,26,164.60652459016387,Urgent Action,Call / Retain Offer / Discount Intervention
7549-MYGPK,104.95333333333332,216.84666666666666,30,164.594,Urgent Action,Call / Retain Offer / Discount Intervention
0727-BNRLG,97.0140579710145,219.3366666666667,34,164.10621739130434,Urgent Action,Call / Retain Offer / Discount Intervention
3219-JQRSL,87.52430555555556,223.23666666666668,38,163.9992916666667,Urgent Action,Call / Retain Offer / Discount Intervention
1074-AMIOH,105.7022641509434,215.83333333333331,26,163.81067924528298,Urgent Action,Call / Retain Offer / Discount Intervention
4840-ORQXB,105.51964285714287,216.07666666666663,25,163.80189285714283,Urgent Action,Call / Retain Offer / Discount Intervention
7765-LWVVH,96.63513888888889,217.68999999999997,36,163.20454166666664,Urgent Action,Call / Retain Offer / Discount Intervention
5781-BKHOP,94.38763888888889,219.1416666666666,31,162.90129166666662,Urgent Action,Call / Retain Offer / Discount Intervention
7322-OCWHC,95.77194444444444,218.5116666666667,30,162.83858333333336,Urgent Action,Call / Retain Offer / Discount Intervention
8677-HDZEE,104.84589285714286,215.11333333333334,23,162.82176785714287,Urgent Action,Call / Retain Offer / Discount Intervention
3086-RUCRN,102.63924242424241,214.725,30,162.6267727272727,Urgent Action,Call / Retain Offer / Discount Intervention
6869-FGJJC,78.46323529411765,226.14999999999998,33,162.52897058823527,Urgent Action,Call / Retain Offer / Discount Intervention
7017-VFHAY,113.60032786885246,208.08333333333334,33,162.23009836065575,Urgent Action,Call / Retain Offer / Discount Intervention
4389-UEFCZ,108.00111111111111,210.14333333333337,36,162.08633333333333,Urgent Action,Call / Retain Offer / Discount Intervention
4686-GEFRM,100.90785714285714,214.10666666666663,33,162.03635714285713,Urgent Action,Call / Retain Offer / Discount Intervention
1642-HMARX,89.80499999999999,217.80333333333328,36,161.22349999999994,Urgent Action,Call / Retain Offer / Discount Intervention
5149-QYTTU,97.15718309859155,213.86,35,160.96315492957746,Urgent Action,Call / Retain Offer / Discount Intervention
7375-WMVMT,97.20661971830987,213.77999999999997,33,160.72998591549293,Urgent Action,Call / Retain Offer / Discount Intervention
7233-DRTRF,104.45936507936507,209.84500000000003,33,160.54480952380953,Urgent Action,Call / Retain Offer / Discount Intervention
6437-UDQJM,86.52625,217.5666666666666,38,160.29787499999998,Urgent Action,Call / Retain Offer / Discount Intervention
1400-WIVLL,105.20157894736842,209.64166666666665,26,159.9454736842105,Urgent Action,Call / Retain Offer / Discount Intervention
5089-IFSDP,106.81603448275862,207.73666666666668,29,159.5868103448276,Urgent Action,Call / Retain Offer / Discount Intervention
1409-PHXTF,103.9762962962963,208.15666666666675,29,158.98688888888896,Urgent Action,Call / Retain Offer / Discount Intervention
4654-DLAMQ,97.58453125,210.57999999999998,33,158.923359375,Urgent Action,Call / Retain Offer / Discount Intervention
3096-WPXBT,99.86426229508197,209.32166666666663,32,158.75227868852454,Urgent Action,Call / Retain Offer / Discount Intervention
8089-UZWLX,102.74845070422536,205.62,38,157.99653521126763,Urgent Action,Call / Retain Offer / Discount Intervention
8079-XRJRS,89.89953846153847,212.37000000000012,33,157.6918615384616,Urgent Action,Call / Retain Offer / Discount Intervention
2480-EJWYP,98.19068965517242,208.45333333333338,29,157.42920689655173,Urgent Action,Call / Retain Offer / Discount Intervention
8646-JCOMS,90.10363636363637,212.09333333333336,31,157.38709090909092,Urgent Action,Call / Retain Offer / Discount Intervention
7691-XVTZH,91.53029411764706,211.08000000000004,32,157.30708823529415,Urgent Action,Call / Retain Offer / Discount Intervention
3392-EHMNK,96.11432835820895,207.41,31,156.38029850746267,Urgent Action,Call / Retain Offer / Discount Intervention
9114-VEPUF,94.08838709677418,207.99333333333334,32,156.22251612903224,Urgent Action,Call / Retain Offer / Discount Intervention
0516-UXRMT,90.88548387096773,209.55333333333334,31,156.0976451612903,Urgent Action,Call / Retain Offer / Discount Intervention
2176-LVPNX,90.04098591549295,208.76000000000008,38,156.06829577464794,Urgent Action,Call / Retain Offer / Discount Intervention
6627-CFOSN,98.65254237288136,205.7066666666667,29,155.91976271186442,Urgent Action,Call / Retain Offer / Discount Intervention
1813-JYWTO,79.78777777777778,212.87,36,155.25833333333333,Urgent Action,Call / Retain Offer / Discount Intervention
5197-LQXXH,82.54802816901409,211.24666666666673,37,155.21240845070426,Urgent Action,Call / Retain Offer / Discount Intervention
5298-GSTLM,99.53516666666665,203.66000000000003,28,154.85655000000003,Urgent Action,Call / Retain Offer / Discount Intervention
0248-PGHBZ,92.74597014925374,206.3633333333334,32,154.84179104477616,Urgent Action,Call / Retain Offer / Discount Intervention
4513-CXYIX,80.1794366197183,211.79333333333332,34,154.52983098591548,Urgent Action,Call / Retain Offer / Discount Intervention
5553-AOINX,103.82045454545454,198.92000000000002,32,153.69813636363637,Urgent Action,Call / Retain Offer / Discount Intervention
9348-ROUAI,89.21084745762711,206.33666666666662,29,153.4652542372881,Urgent Action,Call / Retain Offer / Discount Intervention
4194-WHFCB,95.26322033898305,201.25833333333338,31,152.43396610169492,Urgent Action,Call / Retain Offer / Discount Intervention
2000-DHJUY,88.37400000000001,204.64500000000004,29,152.19920000000002,Urgent Action,Call / Retain Offer / Discount Intervention
8707-RMEZH,88.81,201.6049999999999,34,151.00599999999994,Urgent Action,Call / Retain Offer / Discount Intervention
8375-KVTHK,97.18691176470588,197.35,34,150.96607352941177,Urgent Action,Call / Retain Offer / Discount Intervention
6465-GSRCL,107.33059701492537,192.21333333333337,33,150.82717910447764,At Risk,Engagement Campaign / Usage Incentive
3756-VNWDH,102.19123076923077,195.6533333333333,27,150.7493692307692,At Risk,Engagement Campaign / Usage Incentive
8444-WRIDW,81.41090909090909,205.22333333333333,28,150.35727272727271,At Risk,Engagement Campaign / Usage Incentive
4884-TVUQF,97.99491228070175,195.64000000000001,31,149.8824736842105,At Risk,Engagement Campaign / Usage Incentive
5285-MVEHD,104.90285714285714,193.155,25,149.86385714285714,At Risk,Engagement Campaign / Usage Incentive
7245-JMTTQ,113.36313725490197,188.15833333333325,28,149.70394117647055,At Risk,Engagement Campaign / Usage Incentive
3938-YFPXD,83.31277777777778,201.35833333333343,36,149.40883333333338,At Risk,Engagement Campaign / Usage Incentive
8565-WUXZU,87.96347222222222,198.04666666666668,35,148.71704166666666,At Risk,Engagement Campaign / Usage Incentive
9480-BQJEI,93.48306451612903,196.05333333333328,25,148.17691935483867,At Risk,Engagement Campaign / Usage Incentive
8200-LGKSR,82.81408450704225,200.25666666666672,30,147.9982253521127,At Risk,Engagement Campaign / Usage Incentive
9746-MDMBK,112.90574468085106,186.22,22,147.8037234042553,At Risk,Engagement Campaign / Usage Incentive
3092-IGHWF,91.1810447761194,193.86333333333334,39,147.5723134328358,At Risk,Engagement Campaign / Usage Incentive
0036-IHMOT,103.902,188.83333333333337,29,147.37060000000002,At Risk,Engagement Campaign / Usage Incentive
2226-ICFDO,87.16305555555556,196.63333333333327,31,147.22891666666663,At Risk,Engagement Campaign / Usage Incentive
9481-WHGWY,76.29114285714286,200.56833333333338,37,146.92834285714287,At Risk,Engagement Campaign / Usage Incentive
9675-ICXCT,79.16291666666666,199.89166666666668,31,146.783875,At Risk,Engagement Campaign / Usage Incentive
5195-KPUNQ,93.43245283018868,192.98,27,146.51773584905658,At Risk,Engagement Campaign / Usage Incentive
8152-UOBNY,109.1678,185.81,21,146.33634,At Risk,Engagement Campaign / Usage Incentive
5336-UFNZP,112.13061538461538,182.29999999999995,31,146.11918461538457,At Risk,Engagement Campaign / Usage Incentive
4676-MQUEA,100.542,188.4066666666667,27,145.9066,At Risk,Engagement Campaign / Usage Incentive
0016-QLJIS,87.09046153846154,193.03666666666666,30,144.94913846153844,At Risk,Engagement Campaign / Usage Incentive
6701-YVNQG,90.47805555555556,189.6616666666667,35,144.4404166666667,At Risk,Engagement Campaign / Usage Incentive
5930-GBIWP,81.55840579710144,194.00166666666667,35,144.36852173913041,At Risk,Engagement Campaign / Usage Incentive
5447-WZAFP,101.12735849056604,185.22666666666666,27,144.1742075471698,At Risk,Engagement Campaign / Usage Incentive
1832-PEUTS,90.37935483870967,189.02166666666665,34,143.9268064516129,At Risk,Engagement Campaign / Usage Incentive
3571-DPYUH,95.99172413793104,186.16333333333336,28,143.29551724137934,At Risk,Engagement Campaign / Usage Incentive
5641-DMBFJ,88.10344827586206,189.05666666666667,27,142.56503448275862,At Risk,Engagement Campaign / Usage Incentive
6161-ERDGD,88.86169014084507,186.87999999999994,33,142.0865070422535,At Risk,Engagement Campaign / Usage Incentive
0744-BIKKF,87.64902777777777,185.95333333333326,41,141.9667083333333,At Risk,Engagement Campaign / Usage Incentive
1187-WILMM,88.56,186.82000000000005,33,141.96000000000004,At Risk,Engagement Campaign / Usage Incentive
4973-MGTON,82.77985915492958,188.57999999999998,34,141.38195774647886,At Risk,Engagement Campaign / Usage Incentive
3084-DOWLE,95.78819444444444,182.3266666666667,32,141.33245833333336,At Risk,Engagement Campaign / Usage Incentive
4937-QPZPO,98.90655737704918,181.11999999999998,29,141.24396721311476,At Risk,Engagement Campaign / Usage Incentive
8276-MQBYC,96.40019607843136,183.0433333333333,23,141.0460588235294,At Risk,Engagement Campaign / Usage Incentive
1842-EZJMK,104.9892,178.60333333333327,23,140.95875999999998,At Risk,Engagement Campaign / Usage Incentive
9572-MTILT,103.8942372881356,178.06666666666666,28,140.80827118644066,At Risk,Engagement Campaign / Usage Incentive
4374-YMUSQ,116.76970588235294,173.30666666666667,17,140.71491176470585,At Risk,Engagement Campaign / Usage Incentive
1951-IEYXM,89.3525,184.42833333333328,30,140.46274999999997,At Risk,Engagement Campaign / Usage Incentive
9408-HRXRK,107.304,175.51,23,139.7972,At Risk,Engagement Campaign / Usage Incentive
5414-OFQCB,89.96964912280703,182.75500000000005,28,139.44389473684214,At Risk,Engagement Campaign / Usage Incentive
8405-IGQFX,90.31936507936508,181.68333333333328,33,139.4058095238095,At Risk,Engagement Campaign / Usage Incentive
1723-HKXJQ,98.34833333333333,177.77999999999997,23,138.4725,At Risk,Engagement Campaign / Usage Incentive
3374-TTZTK,102.67692307692307,173.82666666666668,28,137.89907692307693,At Risk,Engagement Campaign / Usage Incentive
4484-GLZOU,105.28615384615385,173.00666666666666,22,137.58984615384614,At Risk,Engagement Campaign / Usage Incentive
6300-BWMJX,92.45474576271187,176.9516666666667,33,137.20742372881358,At Risk,Engagement Campaign / Usage Incentive
9651-GTSAQ,105.31075471698114,171.19666666666666,27,137.0112264150943,At Risk,Engagement Campaign / Usage Incentive
8402-EIVQS,100.09149253731343,172.135,37,137.00844776119402,At Risk,Engagement Campaign / Usage Incentive
2786-GCDPI,109.0074,168.9933333333333,28,136.89821999999998,At Risk,Engagement Campaign / Usage Incentive
7109-CQYUZ,88.63942307692308,179.54999999999993,25,136.82182692307686,At Risk,Engagement Campaign / Usage Incentive
8205-VSLRB,74.73485714285714,184.47833333333335,34,136.50745714285716,At Risk,Engagement Campaign / Usage Incentive
0691-IFBQW,108.0163043478261,168.65000000000003,26,136.19489130434783,At Risk,Engagement Campaign / Usage Incentive
9158-VCTQB,110.91243902439024,168.58333333333334,17,136.12373170731706,At Risk,Engagement Campaign / Usage Incentive
4462-CYWMH,92.4341935483871,175.63,28,135.90825806451613,At Risk,Engagement Campaign / Usage Incentive
9432-RUVSL,103.79708333333333,170.25999999999993,26,135.89512499999995,At Risk,Engagement Campaign / Usage Incentive
8651-ENBZX,104.79433333333333,168.75333333333333,30,135.69029999999998,At Risk,Engagement Campaign / Usage Incentive
0877-SDMBN,99.2774074074074,171.51833333333332,29,135.59422222222221,At Risk,Engagement Campaign / Usage Incentive
2957-JIRMN,84.07145161290323,177.20166666666665,33,134.84243548387096,At Risk,Engagement Campaign / Usage Incentive
9251-WNSOD,74.19820895522388,181.53000000000003,32,134.37746268656718,At Risk,Engagement Campaign / Usage Incentive
2530-FMFXO,103.89857142857143,167.0983333333333,29,134.3285714285714,At Risk,Engagement Campaign / Usage Incentive
3486-HOOGQ,78.14042857142857,178.65666666666667,34,134.03612857142858,At Risk,Engagement Campaign / Usage Incentive
4006-HKYHO,87.81317460317462,172.4233333333334,35,133.2979523809524,At Risk,Engagement Campaign / Usage Incentive
0487-RPVUM,99.12491803278688,166.98999999999992,32,133.13147540983599,At Risk,Engagement Campaign / Usage Incentive
1833-TCXKK,105.726,165.11333333333332,23,133.0858,At Risk,Engagement Campaign / Usage Incentive
3932-IJWDZ,104.96244444444446,165.2016666666667,22,132.80973333333336,At Risk,Engagement Campaign / Usage Incentive
2972-YDYUW,94.12719298245614,168.91000000000003,31,132.68415789473684,At Risk,Engagement Campaign / Usage Incentive
8060-HIWJJ,83.76890625,172.8866666666666,33,132.16267187499997,At Risk,Engagement Campaign / Usage Incentive
3259-QMXUN,87.28931034482758,170.57999999999998,34,131.93479310344827,At Risk,Engagement Campaign / Usage Incentive
1215-FIGMP,90.45233333333334,169.49333333333334,29,131.73170000000002,At Risk,Engagement Campaign / Usage Incentive
9114-DPSIA,78.64236111111111,173.94,34,131.35670833333333,At Risk,Engagement Campaign / Usage Incentive
2088-IEBAU,86.18661764705882,169.57166666666666,37,131.29898529411764,At Risk,Engagement Campaign / Usage Incentive
4472-VESGY,98.57076923076923,165.6966666666667,23,131.28923076923078,At Risk,Engagement Campaign / Usage Incentive
3384-CTMSF,103.19680851063829,161.59000000000006,23,130.21304255319154,At Risk,Engagement Campaign / Usage Incentive
3658-QQJYD,74.79935483870968,173.6816666666667,33,129.94880645161294,At Risk,Engagement Campaign / Usage Incentive
5514-YQENT,113.9460975609756,156.05833333333334,21,129.91882926829268,At Risk,Engagement Campaign / Usage Incentive
9470-YFUYI,72.55549295774647,173.74333333333337,37,129.71264788732395,At Risk,Engagement Campaign / Usage Incentive
6901-GOGZG,83.38266666666667,168.74333333333328,32,129.46079999999995,At Risk,Engagement Campaign / Usage Incentive
7547-EKNFS,94.03785714285715,164.6533333333333,22,129.20335714285713,At Risk,Engagement Campaign / Usage Incentive
9823-EALYC,77.41680555555556,170.55333333333337,36,129.1570416666667,At Risk,Engagement Campaign / Usage Incentive
4782-OSFXZ,80.98352112676056,168.71666666666664,36,129.12505633802814,At Risk,Engagement Campaign / Usage Incentive
1732-FEKLD,95.57462962962963,162.61333333333334,26,128.8403888888889,At Risk,Engagement Campaign / Usage Incentive
0840-DCNZE,86.39765957446808,167.1633333333334,25,128.71729787234045,At Risk,Engagement Campaign / Usage Incentive
0771-CHWSK,78.67954545454546,169.43833333333333,34,128.66686363636364,At Risk,Engagement Campaign / Usage Incentive
4393-RYCRE,106.06727272727272,157.40333333333336,22,128.46218181818182,At Risk,Engagement Campaign / Usage Incentive
1264-BYWMS,98.85890909090908,159.08166666666662,30,128.1066727272727,At Risk,Engagement Campaign / Usage Incentive
0048-LUMLS,91.45,164.53000000000003,19,128.05300000000003,At Risk,Engagement Campaign / Usage Incentive
4751-ERMAN,77.09402777777777,169.16666666666669,34,128.02820833333334,At Risk,Engagement Campaign / Usage Incentive
1573-LGXBA,98.94157894736843,159.2183333333333,27,127.9134736842105,At Risk,Engagement Campaign / Usage Incentive
8849-GYOKR,108.8711111111111,154.575,25,127.90633333333332,At Risk,Engagement Campaign / Usage Incentive
0750-EBAIU,90.69999999999999,162.61000000000007,29,127.67600000000004,At Risk,Engagement Campaign / Usage Incentive
6847-KJLTS,98.11689655172414,158.31666666666663,31,127.52506896551722,At Risk,Engagement Campaign / Usage Incentive
5327-XOKKY,71.68,169.89333333333332,39,127.34,At Risk,Engagement Campaign / Usage Incentive
5649-RXQTV,100.35098039215686,157.26,27,127.16129411764705,At Risk,Engagement Campaign / Usage Incentive
1357-BIJKI,97.28299999999999,158.67333333333335,24,126.78890000000001,At Risk,Engagement Campaign / Usage Incentive
2091-GPPIQ,77.82819444444445,166.20666666666662,35,126.57245833333332,At Risk,Engagement Campaign / Usage Incentive
4307-KTUMW,92.5356603773585,160.07500000000005,26,126.40569811320758,At Risk,Engagement Campaign / Usage Incentive
3104-OWCGK,90.31033333333333,160.57999999999998,28,126.24109999999997,At Risk,Engagement Campaign / Usage Incentive
1088-CNNKB,80.29142857142857,164.66,31,125.98342857142856,At Risk,Engagement Campaign / Usage Incentive
1470-PSXNM,92.51285714285714,159.69666666666666,24,125.97185714285715,At Risk,Engagement Campaign / Usage Incentive
2834-SPCJV,82.98826923076923,164.5883333333333,23,125.94948076923076,At Risk,Engagement Campaign / Usage Incentive
0575-CUQOV,95.46383333333333,157.3466666666667,27,125.74715000000002,At Risk,Engagement Campaign / Usage Incentive
